filename,xmin,ymin,xmax,ymax,class
Image_712.jpg,0,54,146,239,1
Image_712.jpg,336,0,413,78,2
Image_712.jpg,146,0,336,46,2
Image_712.jpg,2,0,138,34,2
Image_718.jpg,0,7,139,100,2
Image_718.jpg,145,0,191,96,2
Image_718.jpg,194,0,252,165,2
Image_718.jpg,257,0,308,117,2
Image_718.jpg,316,0,413,119,2
Image_718.jpg,0,274,150,416,1
Image_718.jpg,0,137,193,272,1
Image_718.jpg,158,275,288,411,1
Image_718.jpg,297,342,414,413,1
Image_718.jpg,296,242,414,343,1
Image_718.jpg,302,133,414,239,1
Image_718.jpg,208,174,289,267,1
Image_718.jpg,266,124,311,170,1
Image_728.jpg,0,3,73,143,2
Image_728.jpg,1,145,57,305,2
Image_728.jpg,58,242,128,302,2
Image_728.jpg,2,305,131,353,2
Image_728.jpg,261,133,319,262,2
Image_728.jpg,264,264,405,315,2
Image_728.jpg,193,0,368,130,2
Image_728.jpg,128,0,191,127,1
Image_728.jpg,82,13,122,85,1
Image_728.jpg,156,128,259,260,1
Image_728.jpg,135,283,197,415,1
Image_728.jpg,0,354,128,412,1
Image_728.jpg,287,316,413,414,1
Image_728.jpg,377,32,409,133,1
Image_728.jpg,327,138,414,265,1
Image_724.jpg,325,320,414,416,2
Image_724.jpg,283,216,395,320,2
Image_724.jpg,93,120,267,210,2
Image_724.jpg,193,45,253,118,2
Image_724.jpg,68,0,189,108,2
Image_724.jpg,0,89,30,262,2
Image_724.jpg,0,256,78,302,2
Image_724.jpg,300,0,414,41,1
Image_724.jpg,308,45,414,99,1
Image_724.jpg,389,102,416,154,1
Image_724.jpg,267,101,327,211,1
Image_724.jpg,226,265,288,359,1
Image_724.jpg,190,208,258,253,1
Image_724.jpg,2,310,147,414,1
Image_1025.jpg,0,301,150,411,1
Image_1025.jpg,0,230,105,299,1
Image_1025.jpg,0,70,19,226,1
Image_1025.jpg,306,2,416,57,1
Image_1025.jpg,387,58,416,124,1
Image_1025.jpg,274,59,342,160,1
Image_1025.jpg,219,246,311,316,1
Image_1025.jpg,92,0,170,77,1
Image_1025.jpg,90,85,195,169,1
Image_1025.jpg,174,17,274,92,2
Image_1025.jpg,198,92,269,219,2
Image_1025.jpg,358,291,416,411,2
Image_1025.jpg,321,183,398,282,2
Image_1025.jpg,315,286,350,357,2
Image_1025.jpg,278,161,316,240,2
Image_1016.jpg,7,0,119,54,2
Image_1016.jpg,122,0,191,78,2
Image_1016.jpg,195,0,264,104,2
Image_1016.jpg,271,0,315,97,2
Image_1016.jpg,322,45,376,163,2
Image_1016.jpg,384,0,416,114,2
Image_1016.jpg,0,245,98,412,1
Image_1016.jpg,100,262,256,410,1
Image_1016.jpg,261,265,414,413,1
Image_1016.jpg,3,68,94,236,1
Image_1016.jpg,98,179,137,255,1
Image_1016.jpg,144,137,308,254,1
Image_1016.jpg,327,173,410,260,1
Image_1016.jpg,383,125,412,167,1
Image_413.jpg,236,147,328,252,2
Image_413.jpg,149,136,225,246,2
Image_413.jpg,93,134,146,205,2
Image_413.jpg,0,164,94,283,2
Image_413.jpg,0,19,58,164,2
Image_413.jpg,261,51,383,132,2
Image_413.jpg,89,318,183,416,2
Image_413.jpg,186,320,326,416,2
Image_413.jpg,330,132,416,214,2
Image_413.jpg,66,7,177,117,2
Image_413.jpg,61,122,91,158,2
Image_413.jpg,0,296,84,414,1
Image_413.jpg,338,345,416,411,1
Image_413.jpg,330,218,415,302,1
Image_413.jpg,392,53,416,127,1
Image_1018.jpg,0,7,139,100,2
Image_1018.jpg,145,0,191,96,2
Image_1018.jpg,194,0,252,165,2
Image_1018.jpg,257,0,308,117,2
Image_1018.jpg,316,0,413,119,2
Image_1018.jpg,0,274,150,416,1
Image_1018.jpg,0,137,193,272,1
Image_1018.jpg,158,275,288,411,1
Image_1018.jpg,297,342,414,413,1
Image_1018.jpg,296,242,414,343,1
Image_1018.jpg,302,133,414,239,1
Image_1018.jpg,208,174,289,267,1
Image_1018.jpg,266,124,311,170,1
Image_129.jpg,209,2,409,90,2
Image_129.jpg,320,91,407,239,2
Image_129.jpg,262,90,320,191,2
Image_129.jpg,181,326,266,416,2
Image_129.jpg,0,156,137,260,2
Image_129.jpg,353,243,413,416,1
Image_129.jpg,284,242,347,337,1
Image_129.jpg,266,194,313,237,1
Image_129.jpg,114,0,198,89,1
Image_129.jpg,179,90,250,188,1
Image_129.jpg,87,367,178,416,1
Image_129.jpg,51,261,166,367,1
Image_129.jpg,0,261,52,297,1
Image_129.jpg,0,1,58,150,1
Image_129.jpg,144,188,201,257,1
Image_1317.jpg,180,57,275,156,1
Image_1317.jpg,283,39,363,165,1
Image_1317.jpg,374,70,416,196,1
Image_1317.jpg,122,214,216,293,1
Image_1317.jpg,291,169,367,196,1
Image_1317.jpg,325,358,416,416,1
Image_1317.jpg,0,318,100,413,2
Image_1317.jpg,108,341,156,416,2
Image_1317.jpg,160,345,233,416,2
Image_1317.jpg,21,161,107,251,2
Image_1317.jpg,40,53,158,131,2
Image_1317.jpg,222,216,282,318,2
Image_1317.jpg,107,136,183,203,2
Image_1317.jpg,345,200,414,305,2
Image_1317.jpg,288,205,339,293,2
Image_1317.jpg,247,175,283,214,2
Image_748.jpg,0,0,119,39,2
Image_748.jpg,0,38,164,118,2
Image_748.jpg,0,118,210,191,2
Image_748.jpg,6,191,132,293,2
Image_748.jpg,134,190,276,287,2
Image_748.jpg,111,296,227,414,2
Image_748.jpg,231,295,348,414,2
Image_748.jpg,270,252,325,289,2
Image_748.jpg,357,308,416,413,1
Image_748.jpg,329,159,416,288,1
Image_748.jpg,280,0,409,70,1
Image_748.jpg,191,0,267,22,1
Image_748.jpg,267,78,410,151,1
Image_748.jpg,278,153,329,196,1
Image_1347.jpg,4,0,124,70,2
Image_1347.jpg,0,67,93,170,2
Image_1347.jpg,0,171,92,315,2
Image_1347.jpg,98,139,175,309,2
Image_1347.jpg,19,314,176,410,2
Image_1347.jpg,188,305,295,416,2
Image_1347.jpg,177,219,209,297,2
Image_1347.jpg,158,0,415,112,2
Image_1347.jpg,285,114,412,184,2
Image_1347.jpg,274,184,408,270,2
Image_1347.jpg,301,271,414,407,2
Image_1045.jpg,95,307,182,413,2
Image_1045.jpg,4,356,95,416,2
Image_1045.jpg,0,266,94,350,2
Image_1045.jpg,0,130,104,261,2
Image_1045.jpg,0,0,99,124,1
Image_1045.jpg,104,0,206,133,1
Image_1045.jpg,214,0,412,92,1
Image_1045.jpg,232,95,404,190,1
Image_1045.jpg,162,195,277,302,1
Image_1045.jpg,267,355,413,416,1
Image_1045.jpg,285,270,414,348,1
Image_1045.jpg,331,191,416,262,1
Image_1045.jpg,141,142,226,189,1
Image_146.jpg,0,0,117,59,1
Image_146.jpg,115,0,220,44,1
Image_146.jpg,227,0,414,89,1
Image_146.jpg,282,93,413,260,1
Image_146.jpg,159,98,278,204,1
Image_146.jpg,148,46,216,94,1
Image_146.jpg,280,265,416,412,1
Image_146.jpg,0,59,123,205,2
Image_146.jpg,0,212,174,278,2
Image_146.jpg,0,285,163,416,2
Image_146.jpg,164,382,265,416,2
Image_146.jpg,165,321,227,372,2
Image_737.jpg,114,302,219,416,2
Image_737.jpg,30,309,111,373,2
Image_737.jpg,0,185,125,301,2
Image_737.jpg,42,0,171,57,2
Image_737.jpg,169,1,342,48,2
Image_737.jpg,371,108,416,211,2
Image_737.jpg,307,354,416,415,2
Image_737.jpg,363,252,416,349,2
Image_737.jpg,286,53,373,170,2
Image_737.jpg,173,50,288,91,2
Image_737.jpg,290,165,353,225,2
Image_737.jpg,0,58,50,181,1
Image_737.jpg,228,229,347,345,1
Image_737.jpg,173,95,284,226,1
Image_737.jpg,119,58,170,143,1
Image_737.jpg,52,55,95,113,1
Image_737.jpg,69,377,111,416,1
Image_147.jpg,4,0,124,70,2
Image_147.jpg,0,67,93,170,2
Image_147.jpg,0,171,92,315,2
Image_147.jpg,98,139,175,309,2
Image_147.jpg,19,314,176,410,2
Image_147.jpg,188,305,295,416,2
Image_147.jpg,177,219,209,297,2
Image_147.jpg,158,0,415,112,2
Image_147.jpg,285,114,412,184,2
Image_147.jpg,274,184,408,270,2
Image_147.jpg,301,271,414,407,2
Image_734.jpg,0,281,61,415,1
Image_734.jpg,145,317,301,416,1
Image_734.jpg,34,200,108,278,1
Image_734.jpg,0,104,112,197,1
Image_734.jpg,0,0,53,103,1
Image_734.jpg,373,317,416,411,2
Image_734.jpg,308,317,367,416,2
Image_734.jpg,224,211,363,312,2
Image_734.jpg,129,260,223,317,2
Image_734.jpg,114,197,174,249,2
Image_734.jpg,58,2,243,93,2
Image_734.jpg,118,92,247,185,2
Image_734.jpg,345,27,416,179,2
Image_734.jpg,251,40,338,194,1
Image_747.jpg,4,0,124,70,2
Image_747.jpg,0,67,93,170,2
Image_747.jpg,0,171,92,315,2
Image_747.jpg,98,139,175,309,2
Image_747.jpg,19,314,176,410,2
Image_747.jpg,188,305,295,416,2
Image_747.jpg,177,219,209,297,2
Image_747.jpg,158,0,415,112,2
Image_747.jpg,285,114,412,184,2
Image_747.jpg,274,184,408,270,2
Image_747.jpg,301,271,414,407,2
Image_752.jpg,209,124,313,211,1
Image_752.jpg,118,254,222,349,1
Image_752.jpg,52,200,111,304,1
Image_752.jpg,0,154,49,269,1
Image_752.jpg,0,0,55,149,2
Image_752.jpg,59,58,128,145,2
Image_752.jpg,56,149,136,193,2
Image_752.jpg,151,81,209,149,2
Image_752.jpg,0,364,32,416,2
Image_752.jpg,48,396,83,416,2
Image_752.jpg,242,330,359,401,2
Image_752.jpg,327,192,411,309,2
Image_752.jpg,224,226,306,326,2
Image_752.jpg,136,155,187,221,2
Image_752.jpg,115,189,138,244,2
Image_752.jpg,227,0,318,71,2
Image_752.jpg,313,0,412,62,2
Image_752.jpg,376,64,416,126,2
Image_752.jpg,321,59,372,89,2
Image_445.jpg,95,307,182,413,2
Image_445.jpg,4,356,95,416,2
Image_445.jpg,0,266,94,350,2
Image_445.jpg,0,130,104,261,2
Image_445.jpg,0,0,99,124,1
Image_445.jpg,104,0,206,133,1
Image_445.jpg,214,0,412,92,1
Image_445.jpg,232,95,404,190,1
Image_445.jpg,162,195,277,302,1
Image_445.jpg,267,355,413,416,1
Image_445.jpg,285,270,414,348,1
Image_445.jpg,331,191,416,262,1
Image_445.jpg,141,142,226,189,1
Image_442.jpg,173,311,249,416,2
Image_442.jpg,0,0,70,104,2
Image_442.jpg,0,105,158,192,2
Image_442.jpg,0,195,77,267,2
Image_442.jpg,92,283,178,416,2
Image_442.jpg,199,77,293,169,2
Image_442.jpg,203,0,262,40,2
Image_442.jpg,271,0,378,78,2
Image_442.jpg,383,34,416,170,2
Image_442.jpg,298,78,372,168,2
Image_442.jpg,265,171,416,241,2
Image_442.jpg,307,241,416,283,2
Image_442.jpg,368,280,416,358,2
Image_442.jpg,3,272,89,403,1
Image_442.jpg,95,195,215,278,1
Image_442.jpg,262,385,326,416,1
Image_1051.jpg,325,317,413,416,2
Image_1051.jpg,220,357,321,416,2
Image_1051.jpg,120,349,217,416,2
Image_1051.jpg,142,197,246,279,2
Image_1051.jpg,2,113,49,202,2
Image_1051.jpg,0,214,138,282,2
Image_1051.jpg,52,161,95,210,2
Image_1051.jpg,94,286,169,346,2
Image_1051.jpg,348,1,414,125,2
Image_1051.jpg,346,132,416,251,2
Image_1051.jpg,222,0,343,188,2
Image_1051.jpg,187,23,227,89,2
Image_1051.jpg,105,0,167,73,1
Image_1051.jpg,0,0,103,62,1
Image_1051.jpg,196,277,312,336,1
Image_1051.jpg,247,239,312,271,1
Image_1051.jpg,0,354,114,414,1
Image_1051.jpg,0,285,84,347,1
Image_1051.jpg,27,58,100,106,1
Image_150.jpg,226,0,409,54,1
Image_150.jpg,330,49,412,168,1
Image_150.jpg,262,56,320,94,1
Image_150.jpg,1,293,56,412,1
Image_150.jpg,59,358,184,416,1
Image_150.jpg,226,325,321,416,1
Image_150.jpg,228,258,325,327,1
Image_150.jpg,0,0,211,68,2
Image_150.jpg,0,65,143,170,2
Image_150.jpg,145,68,290,169,2
Image_150.jpg,109,173,220,307,2
Image_150.jpg,225,166,368,257,2
Image_150.jpg,327,257,416,416,2
Image_150.jpg,375,170,416,249,2
Image_1037.jpg,114,302,219,416,2
Image_1037.jpg,30,309,111,373,2
Image_1037.jpg,0,185,125,301,2
Image_1037.jpg,42,0,171,57,2
Image_1037.jpg,169,1,342,48,2
Image_1037.jpg,371,108,416,211,2
Image_1037.jpg,307,354,416,415,2
Image_1037.jpg,363,252,416,349,2
Image_1037.jpg,286,53,373,170,2
Image_1037.jpg,173,50,288,91,2
Image_1037.jpg,290,165,353,225,2
Image_1037.jpg,0,58,50,181,1
Image_1037.jpg,228,229,347,345,1
Image_1037.jpg,173,95,284,226,1
Image_1037.jpg,119,58,170,143,1
Image_1037.jpg,52,55,95,113,1
Image_1037.jpg,69,377,111,416,1
Image_1041.jpg,308,320,416,416,2
Image_1041.jpg,200,181,296,282,2
Image_1041.jpg,282,89,378,166,2
Image_1041.jpg,382,143,414,291,2
Image_1041.jpg,301,168,373,321,2
Image_1041.jpg,209,110,276,141,2
Image_1041.jpg,254,0,406,80,2
Image_1041.jpg,0,113,77,345,2
Image_1041.jpg,79,203,155,298,2
Image_1041.jpg,0,0,56,110,1
Image_1041.jpg,61,0,169,113,1
Image_1041.jpg,178,0,256,103,1
Image_1041.jpg,0,349,80,411,1
Image_1041.jpg,89,297,212,414,1
Image_749.jpg,285,0,416,52,1
Image_749.jpg,256,45,416,135,1
Image_749.jpg,315,137,412,246,1
Image_749.jpg,257,134,307,170,1
Image_749.jpg,352,252,416,329,1
Image_749.jpg,0,0,190,80,2
Image_749.jpg,0,79,220,156,2
Image_749.jpg,0,156,252,239,2
Image_749.jpg,52,237,227,323,2
Image_749.jpg,128,328,242,409,2
Image_749.jpg,3,369,54,416,2
Image_749.jpg,231,249,336,321,2
Image_749.jpg,251,195,302,247,2
Image_749.jpg,251,327,409,412,2
Image_438.jpg,0,115,130,197,2
Image_438.jpg,0,199,175,262,2
Image_438.jpg,69,266,155,367,2
Image_438.jpg,345,265,416,378,2
Image_438.jpg,348,158,415,264,2
Image_438.jpg,359,0,416,81,2
Image_438.jpg,283,0,353,112,2
Image_438.jpg,0,0,59,109,1
Image_438.jpg,163,301,260,416,1
Image_438.jpg,128,0,281,75,1
Image_438.jpg,170,79,281,153,1
Image_438.jpg,288,113,335,260,1
Image_438.jpg,215,155,282,232,1
Image_438.jpg,292,265,347,324,1
Image_434.jpg,0,281,61,415,1
Image_434.jpg,145,317,301,416,1
Image_434.jpg,34,200,108,278,1
Image_434.jpg,0,104,112,197,1
Image_434.jpg,0,0,53,103,1
Image_434.jpg,373,317,416,411,2
Image_434.jpg,308,317,367,416,2
Image_434.jpg,224,211,363,312,2
Image_434.jpg,129,260,223,317,2
Image_434.jpg,114,197,174,249,2
Image_434.jpg,58,2,243,93,2
Image_434.jpg,118,92,247,185,2
Image_434.jpg,345,27,416,179,2
Image_434.jpg,251,40,338,194,1
Image_142.jpg,173,311,249,416,2
Image_142.jpg,0,0,70,104,2
Image_142.jpg,0,105,158,192,2
Image_142.jpg,0,195,77,267,2
Image_142.jpg,92,283,178,416,2
Image_142.jpg,199,77,293,169,2
Image_142.jpg,203,0,262,40,2
Image_142.jpg,271,0,378,78,2
Image_142.jpg,383,34,416,170,2
Image_142.jpg,298,78,372,168,2
Image_142.jpg,265,171,416,241,2
Image_142.jpg,307,241,416,283,2
Image_142.jpg,368,280,416,358,2
Image_142.jpg,3,272,89,403,1
Image_142.jpg,95,195,215,278,1
Image_142.jpg,262,385,326,416,1
Image_1338.jpg,0,115,130,197,2
Image_1338.jpg,0,199,175,262,2
Image_1338.jpg,69,266,155,367,2
Image_1338.jpg,345,265,416,378,2
Image_1338.jpg,348,158,415,264,2
Image_1338.jpg,359,0,416,81,2
Image_1338.jpg,283,0,353,112,2
Image_1338.jpg,0,0,59,109,1
Image_1338.jpg,163,301,260,416,1
Image_1338.jpg,128,0,281,75,1
Image_1338.jpg,170,79,281,153,1
Image_1338.jpg,288,113,335,260,1
Image_1338.jpg,215,155,282,232,1
Image_1338.jpg,292,265,347,324,1
Image_735.jpg,347,1,416,110,1
Image_735.jpg,0,185,62,336,1
Image_735.jpg,0,0,102,75,1
Image_735.jpg,34,78,113,184,1
Image_735.jpg,196,61,298,130,1
Image_735.jpg,189,338,299,411,1
Image_735.jpg,140,235,280,328,1
Image_735.jpg,1,340,134,412,2
Image_735.jpg,107,0,316,57,2
Image_735.jpg,116,63,193,225,2
Image_735.jpg,201,130,346,229,2
Image_735.jpg,288,234,362,328,2
Image_735.jpg,307,332,348,413,2
Image_735.jpg,362,239,416,353,2
Image_1035.jpg,347,1,416,110,1
Image_1035.jpg,0,185,62,336,1
Image_1035.jpg,0,0,102,75,1
Image_1035.jpg,34,78,113,184,1
Image_1035.jpg,196,61,298,130,1
Image_1035.jpg,189,338,299,411,1
Image_1035.jpg,140,235,280,328,1
Image_1035.jpg,1,340,134,412,2
Image_1035.jpg,107,0,316,57,2
Image_1035.jpg,116,63,193,225,2
Image_1035.jpg,201,130,346,229,2
Image_1035.jpg,288,234,362,328,2
Image_1035.jpg,307,332,348,413,2
Image_1035.jpg,362,239,416,353,2
Image_1335.jpg,347,1,416,110,1
Image_1335.jpg,0,185,62,336,1
Image_1335.jpg,0,0,102,75,1
Image_1335.jpg,34,78,113,184,1
Image_1335.jpg,196,61,298,130,1
Image_1335.jpg,189,338,299,411,1
Image_1335.jpg,140,235,280,328,1
Image_1335.jpg,1,340,134,412,2
Image_1335.jpg,107,0,316,57,2
Image_1335.jpg,116,63,193,225,2
Image_1335.jpg,201,130,346,229,2
Image_1335.jpg,288,234,362,328,2
Image_1335.jpg,307,332,348,413,2
Image_1335.jpg,362,239,416,353,2
Image_143.jpg,0,205,64,349,1
Image_143.jpg,113,158,213,261,1
Image_143.jpg,271,371,333,416,1
Image_143.jpg,174,289,252,395,2
Image_143.jpg,30,361,148,416,2
Image_143.jpg,4,0,84,130,2
Image_143.jpg,0,136,77,206,2
Image_143.jpg,88,94,146,151,2
Image_143.jpg,283,3,416,80,2
Image_143.jpg,202,38,281,138,2
Image_143.jpg,287,79,414,144,2
Image_143.jpg,298,198,408,307,2
Image_143.jpg,265,150,416,194,2
Image_143.jpg,396,325,415,387,2
Image_143.jpg,213,1,260,36,2
Image_143.jpg,67,256,172,358,2
Image_143.jpg,79,153,105,198,2
Image_1342.jpg,173,311,249,416,2
Image_1342.jpg,0,0,70,104,2
Image_1342.jpg,0,105,158,192,2
Image_1342.jpg,0,195,77,267,2
Image_1342.jpg,92,283,178,416,2
Image_1342.jpg,199,77,293,169,2
Image_1342.jpg,203,0,262,40,2
Image_1342.jpg,271,0,378,78,2
Image_1342.jpg,383,34,416,170,2
Image_1342.jpg,298,78,372,168,2
Image_1342.jpg,265,171,416,241,2
Image_1342.jpg,307,241,416,283,2
Image_1342.jpg,368,280,416,358,2
Image_1342.jpg,3,272,89,403,1
Image_1342.jpg,95,195,215,278,1
Image_1342.jpg,262,385,326,416,1
Image_1345.jpg,95,307,182,413,2
Image_1345.jpg,4,356,95,416,2
Image_1345.jpg,0,266,94,350,2
Image_1345.jpg,0,130,104,261,2
Image_1345.jpg,0,0,99,124,1
Image_1345.jpg,104,0,206,133,1
Image_1345.jpg,214,0,412,92,1
Image_1345.jpg,232,95,404,190,1
Image_1345.jpg,162,195,277,302,1
Image_1345.jpg,267,355,413,416,1
Image_1345.jpg,285,270,414,348,1
Image_1345.jpg,331,191,416,262,1
Image_1345.jpg,141,142,226,189,1
Image_1040.jpg,0,64,47,183,1
Image_1040.jpg,88,90,215,178,1
Image_1040.jpg,237,0,409,49,1
Image_1040.jpg,0,206,88,315,2
Image_1040.jpg,0,327,74,412,2
Image_1040.jpg,78,375,221,412,2
Image_1040.jpg,89,322,156,373,2
Image_1040.jpg,273,368,416,413,2
Image_1040.jpg,196,272,290,364,2
Image_1040.jpg,296,293,416,366,2
Image_1040.jpg,376,216,416,283,2
Image_1040.jpg,292,163,379,286,2
Image_1040.jpg,206,195,266,229,2
Image_1040.jpg,272,51,390,161,2
Image_1040.jpg,215,49,275,159,2
Image_1040.jpg,138,0,237,44,2
Image_1040.jpg,56,38,153,85,2
Image_1040.jpg,19,0,96,15,2
Image_448.jpg,0,0,119,39,2
Image_448.jpg,0,38,164,118,2
Image_448.jpg,0,118,210,191,2
Image_448.jpg,6,191,132,293,2
Image_448.jpg,134,190,276,287,2
Image_448.jpg,111,296,227,414,2
Image_448.jpg,231,295,348,414,2
Image_448.jpg,270,252,325,289,2
Image_448.jpg,357,308,416,413,1
Image_448.jpg,329,159,416,288,1
Image_448.jpg,280,0,409,70,1
Image_448.jpg,191,0,267,22,1
Image_448.jpg,267,78,410,151,1
Image_448.jpg,278,153,329,196,1
Image_738.jpg,0,115,130,197,2
Image_738.jpg,0,199,175,262,2
Image_738.jpg,69,266,155,367,2
Image_738.jpg,345,265,416,378,2
Image_738.jpg,348,158,415,264,2
Image_738.jpg,359,0,416,81,2
Image_738.jpg,283,0,353,112,2
Image_738.jpg,0,0,59,109,1
Image_738.jpg,163,301,260,416,1
Image_738.jpg,128,0,281,75,1
Image_738.jpg,170,79,281,153,1
Image_738.jpg,288,113,335,260,1
Image_738.jpg,215,155,282,232,1
Image_738.jpg,292,265,347,324,1
Image_1049.jpg,285,0,416,52,1
Image_1049.jpg,256,45,416,135,1
Image_1049.jpg,315,137,412,246,1
Image_1049.jpg,257,134,307,170,1
Image_1049.jpg,352,252,416,329,1
Image_1049.jpg,0,0,190,80,2
Image_1049.jpg,0,79,220,156,2
Image_1049.jpg,0,156,252,239,2
Image_1049.jpg,52,237,227,323,2
Image_1049.jpg,128,328,242,409,2
Image_1049.jpg,3,369,54,416,2
Image_1049.jpg,231,249,336,321,2
Image_1049.jpg,251,195,302,247,2
Image_1049.jpg,251,327,409,412,2
Image_1340.jpg,0,64,47,183,1
Image_1340.jpg,88,90,215,178,1
Image_1340.jpg,237,0,409,49,1
Image_1340.jpg,0,206,88,315,2
Image_1340.jpg,0,327,74,412,2
Image_1340.jpg,78,375,221,412,2
Image_1340.jpg,89,322,156,373,2
Image_1340.jpg,273,368,416,413,2
Image_1340.jpg,196,272,290,364,2
Image_1340.jpg,296,293,416,366,2
Image_1340.jpg,376,216,416,283,2
Image_1340.jpg,292,163,379,286,2
Image_1340.jpg,206,195,266,229,2
Image_1340.jpg,272,51,390,161,2
Image_1340.jpg,215,49,275,159,2
Image_1340.jpg,138,0,237,44,2
Image_1340.jpg,56,38,153,85,2
Image_1340.jpg,19,0,96,15,2
Image_451.jpg,325,317,413,416,2
Image_451.jpg,220,357,321,416,2
Image_451.jpg,120,349,217,416,2
Image_451.jpg,142,197,246,279,2
Image_451.jpg,2,113,49,202,2
Image_451.jpg,0,214,138,282,2
Image_451.jpg,52,161,95,210,2
Image_451.jpg,94,286,169,346,2
Image_451.jpg,348,1,414,125,2
Image_451.jpg,346,132,416,251,2
Image_451.jpg,222,0,343,188,2
Image_451.jpg,187,23,227,89,2
Image_451.jpg,105,0,167,73,1
Image_451.jpg,0,0,103,62,1
Image_451.jpg,196,277,312,336,1
Image_451.jpg,247,239,312,271,1
Image_451.jpg,0,354,114,414,1
Image_451.jpg,0,285,84,347,1
Image_451.jpg,27,58,100,106,1
Image_1344.jpg,173,204,250,306,2
Image_1344.jpg,77,261,160,376,2
Image_1344.jpg,234,305,340,414,2
Image_1344.jpg,345,375,416,416,2
Image_1344.jpg,400,244,416,287,2
Image_1344.jpg,378,160,416,203,2
Image_1344.jpg,371,85,412,154,2
Image_1344.jpg,310,89,363,180,2
Image_1344.jpg,307,0,416,91,2
Image_1344.jpg,204,0,302,68,2
Image_1344.jpg,91,12,163,70,2
Image_1344.jpg,0,0,89,61,2
Image_1344.jpg,0,59,63,128,2
Image_1344.jpg,92,179,164,261,2
Image_1344.jpg,0,128,89,229,1
Image_1344.jpg,154,75,216,168,1
Image_1344.jpg,95,71,151,144,1
Image_1344.jpg,39,290,73,334,1
Image_1344.jpg,2,231,67,278,1
Image_1344.jpg,262,74,300,96,1
Image_439.jpg,0,294,75,414,2
Image_439.jpg,0,0,136,68,2
Image_439.jpg,205,342,287,416,2
Image_439.jpg,295,341,414,416,2
Image_439.jpg,272,274,416,344,2
Image_439.jpg,216,281,266,340,2
Image_439.jpg,303,161,387,274,2
Image_439.jpg,255,155,297,227,2
Image_439.jpg,139,0,227,112,2
Image_439.jpg,69,113,140,193,2
Image_439.jpg,0,137,48,288,1
Image_439.jpg,68,199,135,265,1
Image_439.jpg,142,156,255,271,1
Image_439.jpg,339,0,414,145,1
Image_439.jpg,233,0,330,145,1
Image_450.jpg,226,0,409,54,1
Image_450.jpg,330,49,412,168,1
Image_450.jpg,262,56,320,94,1
Image_450.jpg,1,293,56,412,1
Image_450.jpg,59,358,184,416,1
Image_450.jpg,226,325,321,416,1
Image_450.jpg,228,258,325,327,1
Image_450.jpg,0,0,211,68,2
Image_450.jpg,0,65,143,170,2
Image_450.jpg,145,68,290,169,2
Image_450.jpg,109,173,220,307,2
Image_450.jpg,225,166,368,257,2
Image_450.jpg,327,257,416,416,2
Image_450.jpg,375,170,416,249,2
Image_449.jpg,285,0,416,52,1
Image_449.jpg,256,45,416,135,1
Image_449.jpg,315,137,412,246,1
Image_449.jpg,257,134,307,170,1
Image_449.jpg,352,252,416,329,1
Image_449.jpg,0,0,190,80,2
Image_449.jpg,0,79,220,156,2
Image_449.jpg,0,156,252,239,2
Image_449.jpg,52,237,227,323,2
Image_449.jpg,128,328,242,409,2
Image_449.jpg,3,369,54,416,2
Image_449.jpg,231,249,336,321,2
Image_449.jpg,251,195,302,247,2
Image_449.jpg,251,327,409,412,2
Image_1047.jpg,4,0,124,70,2
Image_1047.jpg,0,67,93,170,2
Image_1047.jpg,0,171,92,315,2
Image_1047.jpg,98,139,175,309,2
Image_1047.jpg,19,314,176,410,2
Image_1047.jpg,188,305,295,416,2
Image_1047.jpg,177,219,209,297,2
Image_1047.jpg,158,0,415,112,2
Image_1047.jpg,285,114,412,184,2
Image_1047.jpg,274,184,408,270,2
Image_1047.jpg,301,271,414,407,2
Image_134.jpg,0,281,61,415,1
Image_134.jpg,145,317,301,416,1
Image_134.jpg,34,200,108,278,1
Image_134.jpg,0,104,112,197,1
Image_134.jpg,0,0,53,103,1
Image_134.jpg,373,317,416,411,2
Image_134.jpg,308,317,367,416,2
Image_134.jpg,224,211,363,312,2
Image_134.jpg,129,260,223,317,2
Image_134.jpg,114,197,174,249,2
Image_134.jpg,58,2,243,93,2
Image_134.jpg,118,92,247,185,2
Image_134.jpg,345,27,416,179,2
Image_134.jpg,251,40,338,194,1
Image_1337.jpg,114,302,219,416,2
Image_1337.jpg,30,309,111,373,2
Image_1337.jpg,0,185,125,301,2
Image_1337.jpg,42,0,171,57,2
Image_1337.jpg,169,1,342,48,2
Image_1337.jpg,371,108,416,211,2
Image_1337.jpg,307,354,416,415,2
Image_1337.jpg,363,252,416,349,2
Image_1337.jpg,286,53,373,170,2
Image_1337.jpg,173,50,288,91,2
Image_1337.jpg,290,165,353,225,2
Image_1337.jpg,0,58,50,181,1
Image_1337.jpg,228,229,347,345,1
Image_1337.jpg,173,95,284,226,1
Image_1337.jpg,119,58,170,143,1
Image_1337.jpg,52,55,95,113,1
Image_1337.jpg,69,377,111,416,1
Image_1352.jpg,209,124,313,211,1
Image_1352.jpg,118,254,222,349,1
Image_1352.jpg,52,200,111,304,1
Image_1352.jpg,0,154,49,269,1
Image_1352.jpg,0,0,55,149,2
Image_1352.jpg,59,58,128,145,2
Image_1352.jpg,56,149,136,193,2
Image_1352.jpg,151,81,209,149,2
